fecha,t,m
2010-05-29,46,1
2010-05-29,58,1
2010-05-29,65,2
2010-05-29,68,1
2010-05-29,69,3
2010-05-29,77,1
2010-05-29,79,1
2010-05-29,81,1
2010-05-29,83,1
2010-05-29,87,1
2010-05-29,88,1
2010-05-29,89,1
2010-05-29,90,2
2010-05-29,92,3
2010-05-29,93,1
2010-05-29,101,1
2010-05-29,106,1
2010-05-29,112,1
2010-05-29,113,1
2010-05-29,117,2
2010-05-29,119,1
2010-05-29,120,1
2010-05-29,121,1
2010-05-29,123,1
2010-05-29,124,1
2010-05-29,125,2
2010-05-29,132,1
2010-05-29,133,2
2010-05-29,135,3
2010-05-29,137,2
2010-05-29,141,1
2010-05-29,142,2
2010-05-29,143,2
2010-06-05,5,3
2010-06-05,7,1
2010-06-05,10,1
2010-06-05,12,1
2010-06-05,15,1
2010-06-05,19,1
2010-06-05,25,2
2010-06-05,27,1
2010-06-05,32,1
2010-06-05,39,1
2010-06-05,42,1
2010-06-05,45,2
2010-06-05,48,1
2010-06-05,50,1
2010-06-05,55,1
2010-06-05,57,1
2010-06-05,61,1
2010-06-05,62,1
2010-06-05,63,1
2010-06-05,64,1
2010-06-05,65,1
2010-06-05,68,1
2010-06-05,69,1
2010-06-05,70,3
2010-06-05,71,3
2010-06-05,73,1
2010-06-05,80,2
2010-06-05,81,1
2010-06-05,82,1
2010-06-05,83,1
2010-06-05,84,1
2010-06-05,85,1
2010-06-05,88,1
2010-06-05,91,1
2010-06-05,94,1
2010-06-05,96,1
2010-06-05,97,1
2010-06-05,99,1
2010-06-05,104,1
2010-06-05,107,2
2010-06-05,108,2
2010-06-05,111,2
2010-06-05,112,2
2010-06-05,114,1
2010-06-05,116,1
2010-06-05,117,1
2010-06-05,118,2
2010-06-05,120,5
2010-06-05,123,1
2010-06-05,125,1
2010-06-05,128,1
2010-06-05,130,1
2010-06-05,131,1
2010-06-05,132,2
2010-06-05,133,1
2010-06-05,137,1
2010-06-05,138,3
2010-06-05,140,2
2010-06-05,144,2
2010-06-12,1,1
2010-06-12,2,1
2010-06-12,4,1
2010-06-12,7,2
2010-06-12,8,3
2010-06-12,9,1
2010-06-12,10,1
2010-06-12,12,1
2010-06-12,14,1
2010-06-12,15,1
2010-06-12,19,1
2010-06-12,25,1
2010-06-12,32,1
2010-06-12,36,1
2010-06-12,39,1
2010-06-12,46,1
2010-06-12,55,1
2010-06-12,57,1
2010-06-12,62,1
2010-06-12,64,1
2010-06-12,65,1
2010-06-12,66,1
2010-06-12,68,1
2010-06-12,69,2
2010-06-12,75,2
2010-06-12,76,1
2010-06-12,78,1
2010-06-12,80,1
2010-06-12,81,1
2010-06-12,84,1
2010-06-12,85,1
2010-06-12,86,3
2010-06-12,87,2
2010-06-12,88,1
2010-06-12,90,1
2010-06-12,94,1
2010-06-12,96,3
2010-06-12,97,2
2010-06-12,99,1
2010-06-12,105,1
2010-06-12,107,1
2010-06-12,108,1
2010-06-12,111,1
2010-06-12,112,2
2010-06-12,114,1
2010-06-12,115,1
2010-06-12,116,2
2010-06-12,119,1
2010-06-12,120,1
2010-06-12,125,1
2010-06-12,126,1
2010-06-12,127,1
2010-06-12,128,1
2010-06-12,130,1
2010-06-12,131,2
2010-06-12,135,1
2010-06-12,136,2
2010-06-12,139,1
2010-06-12,140,2
2010-06-12,142,1
2010-06-12,143,1
2010-06-12,144,1
2010-06-19,1,1
2010-06-19,5,1
2010-06-19,10,1
2010-06-19,14,1
2010-06-19,15,1
2010-06-19,17,1
2010-06-19,18,1
2010-06-19,19,1
2010-06-19,21,3
2010-06-19,24,1
2010-06-19,25,1
2010-06-19,30,1
2010-06-19,38,1
2010-06-19,42,1
2010-06-19,46,1
2010-06-19,51,1
2010-06-19,58,1
2010-06-19,63,1
2010-06-19,65,2
2010-06-19,67,1
2010-06-19,69,1
2010-06-19,71,3
2010-06-19,72,1
2010-06-19,80,1
2010-06-19,82,1
2010-06-19,84,1
2010-06-19,85,1
2010-06-19,88,1
2010-06-19,90,3
2010-06-19,91,1
2010-06-19,92,1
2010-06-19,94,1
2010-06-19,95,1
2010-06-19,97,1
2010-06-19,98,1
2010-06-19,99,1
2010-06-19,100,1
2010-06-19,102,1
2010-06-19,106,2
2010-06-19,110,1
2010-06-19,116,1
2010-06-19,118,1
2010-06-19,120,1
2010-06-19,128,2
2010-06-19,132,1
2010-06-19,134,1
2010-06-19,137,2
2010-06-19,139,2
2010-06-19,141,1
2010-06-19,144,1
2010-06-26,1,1
2010-06-26,2,1
2010-06-26,3,3
2010-06-26,6,1
2010-06-26,7,4
2010-06-26,8,1
2010-06-26,12,1
2010-06-26,15,1
2010-06-26,18,2
2010-06-26,19,2
2010-06-26,22,2
2010-06-26,26,1
2010-06-26,29,1
2010-06-26,34,1
2010-06-26,39,1
2010-06-26,47,1
2010-06-26,48,1
2010-06-26,49,1
2010-06-26,50,1
2010-06-26,54,2
2010-06-26,59,1
2010-06-26,60,1
2010-06-26,61,2
2010-06-26,64,2
2010-06-26,66,1
2010-06-26,67,1
2010-06-26,72,2
2010-06-26,74,2
2010-06-26,77,1
2010-06-26,80,1
2010-06-26,81,1
2010-06-26,82,1
2010-06-26,83,1
2010-06-26,85,3
2010-06-26,88,2
2010-06-26,89,1
2010-06-26,90,1
2010-06-26,91,1
2010-06-26,95,1
2010-06-26,98,3
2010-06-26,100,1
2010-06-26,101,1
2010-06-26,102,1
2010-06-26,112,1
2010-06-26,114,2
2010-06-26,119,1
2010-06-26,122,1
2010-06-26,128,1
2010-06-26,129,1
2010-06-26,130,1
2010-06-26,131,1
2010-06-26,133,2
2010-06-26,134,1
2010-06-26,135,1
2010-06-26,138,3
2010-06-26,139,3
2010-06-26,140,1
2010-06-26,142,1
2010-07-03,5,1
2010-07-03,7,1
2010-07-03,11,2
2010-07-03,13,1
2010-07-03,15,1
2010-07-03,16,1
2010-07-03,18,1
2010-07-03,19,1
2010-07-03,20,1
2010-07-03,21,1
2010-07-03,22,1
2010-07-03,27,1
2010-07-03,30,1
2010-07-03,40,1
2010-07-03,41,1
2010-07-03,42,1
2010-07-03,44,1
2010-07-03,52,1
2010-07-03,61,1
2010-07-03,63,1
2010-07-03,67,1
2010-07-03,68,1
2010-07-03,69,2
2010-07-03,76,1
2010-07-03,77,1
2010-07-03,80,4
2010-07-03,82,2
2010-07-03,93,1
2010-07-03,94,1
2010-07-03,98,1
2010-07-03,99,1
2010-07-03,104,1
2010-07-03,106,1
2010-07-03,113,1
2010-07-03,114,1
2010-07-03,118,1
2010-07-03,129,1
2010-07-03,132,1
2010-07-03,139,1
2010-07-03,141,1
2010-07-03,144,2
2010-07-10,1,2
2010-07-10,2,1
2010-07-10,5,1
2010-07-10,10,2
2010-07-10,14,2
2010-07-10,20,1
2010-07-10,38,1
2010-07-10,43,1
2010-07-10,47,1
2010-07-10,53,1
2010-07-10,57,1
2010-07-10,59,1
2010-07-10,63,1
2010-07-10,64,1
2010-07-10,67,2
2010-07-10,72,1
2010-07-10,74,1
2010-07-10,81,1
2010-07-10,83,1
2010-07-10,84,1
2010-07-10,86,1
2010-07-10,88,1
2010-07-10,89,1
2010-07-10,91,1
2010-07-10,94,1
2010-07-10,97,1
2010-07-10,100,2
2010-07-10,103,1
2010-07-10,104,1
2010-07-10,106,3
2010-07-10,107,2
2010-07-10,108,1
2010-07-10,109,1
2010-07-10,111,1
2010-07-10,115,4
2010-07-10,116,2
2010-07-10,120,1
2010-07-10,122,1
2010-07-10,128,1
2010-07-10,131,1
2010-07-10,132,1
2010-07-10,135,3
2010-07-10,138,2
2010-07-10,140,1
2010-07-10,142,2
2010-07-10,143,2
2010-07-10,144,1
2010-07-17,2,1
2010-07-17,3,3
2010-07-17,4,3
2010-07-17,5,2
2010-07-17,6,1
2010-07-17,7,2
2010-07-17,8,1
2010-07-17,10,1
2010-07-17,11,2
2010-07-17,15,1
2010-07-17,16,1
2010-07-17,18,1
2010-07-17,34,1
2010-07-17,42,1
2010-07-17,47,2
2010-07-17,53,1
2010-07-17,58,1
2010-07-17,59,1
2010-07-17,61,1
2010-07-17,62,1
2010-07-17,63,2
2010-07-17,65,3
2010-07-17,66,1
2010-07-17,69,2
2010-07-17,71,1
2010-07-17,75,2
2010-07-17,77,1
2010-07-17,78,1
2010-07-17,82,1
2010-07-17,84,1
2010-07-17,85,2
2010-07-17,86,1
2010-07-17,87,1
2010-07-17,89,2
2010-07-17,91,1
2010-07-17,92,1
2010-07-17,95,1
2010-07-17,99,1
2010-07-17,101,2
2010-07-17,102,1
2010-07-17,104,1
2010-07-17,105,1
2010-07-17,107,2
2010-07-17,108,1
2010-07-17,109,1
2010-07-17,112,1
2010-07-17,113,1
2010-07-17,116,2
2010-07-17,118,3
2010-07-17,120,1
2010-07-17,122,2
2010-07-17,123,1
2010-07-17,124,3
2010-07-17,126,3
2010-07-17,127,5
2010-07-17,128,1
2010-07-17,129,2
2010-07-17,131,1
2010-07-17,132,2
2010-07-17,133,1
2010-07-17,134,4
2010-07-17,136,1
2010-07-17,137,3
2010-07-17,138,1
2010-07-17,141,1
2010-07-17,142,1
2010-07-17,143,1
2010-07-24,6,2
2010-07-24,7,1
2010-07-24,9,1
2010-07-24,14,2
2010-07-24,15,3
2010-07-24,20,1
2010-07-24,23,1
2010-07-24,26,1
2010-07-24,27,1
2010-07-24,32,1
2010-07-24,39,1
2010-07-24,46,1
2010-07-24,50,1
2010-07-24,53,1
2010-07-24,54,1
2010-07-24,58,1
2010-07-24,60,1
2010-07-24,62,1
2010-07-24,64,2
2010-07-24,65,1
2010-07-24,68,1
2010-07-24,72,1
2010-07-24,75,1
2010-07-24,78,1
2010-07-24,80,2
2010-07-24,84,1
2010-07-24,85,1
2010-07-24,86,1
2010-07-24,88,3
2010-07-24,90,1
2010-07-24,91,3
2010-07-24,94,1
2010-07-24,95,1
2010-07-24,96,1
2010-07-24,98,1
2010-07-24,100,2
2010-07-24,103,1
2010-07-24,104,1
2010-07-24,105,1
2010-07-24,110,1
2010-07-24,112,1
2010-07-24,114,1
2010-07-24,115,1
2010-07-24,119,1
2010-07-24,122,3
2010-07-24,124,2
2010-07-24,126,1
2010-07-24,127,2
2010-07-24,128,1
2010-07-24,129,3
2010-07-24,130,2
2010-07-24,131,1
2010-07-24,133,1
2010-07-24,134,1
2010-07-24,137,2
2010-07-24,139,2
2010-07-24,140,1
2010-07-24,141,2
2010-07-24,142,1
2010-07-24,143,3
2010-07-24,144,2
2010-07-31,1,1
2010-07-31,2,1
2010-07-31,3,1
2010-07-31,4,2
2010-07-31,5,4
2010-07-31,10,2
2010-07-31,13,1
2010-07-31,14,2
2010-07-31,20,2
2010-07-31,24,1
2010-07-31,32,1
2010-07-31,38,1
2010-07-31,54,1
2010-07-31,59,3
2010-07-31,60,1
2010-07-31,61,1
2010-07-31,63,1
2010-07-31,66,1
2010-07-31,67,1
2010-07-31,69,1
2010-07-31,72,1
2010-07-31,74,1
2010-07-31,79,1
2010-07-31,87,1
2010-07-31,90,1
2010-07-31,91,1
2010-07-31,92,1
2010-07-31,94,1
2010-07-31,95,1
2010-07-31,96,1
2010-07-31,97,2
2010-07-31,101,1
2010-07-31,103,1
2010-07-31,104,1
2010-07-31,106,1
2010-07-31,108,1
2010-07-31,109,1
2010-07-31,112,1
2010-07-31,115,1
2010-07-31,118,2
2010-07-31,119,1
2010-07-31,121,1
2010-07-31,122,2
2010-07-31,123,1
2010-07-31,124,1
2010-07-31,128,1
2010-07-31,129,1
2010-07-31,130,1
2010-07-31,131,1
2010-07-31,132,1
2010-07-31,134,2
2010-07-31,135,1
2010-07-31,137,1
2010-07-31,139,1
2010-07-31,142,4
2010-07-31,143,1
2010-08-07,1,1
2010-08-07,3,2
2010-08-07,5,1
2010-08-07,6,1
2010-08-07,9,2
2010-08-07,10,1
2010-08-07,11,1
2010-08-07,12,1
2010-08-07,17,1
2010-08-07,20,1
2010-08-07,22,1
2010-08-07,32,1
2010-08-07,36,1
2010-08-07,46,1
2010-08-07,55,1
2010-08-07,60,2
2010-08-07,65,1
2010-08-07,67,1
2010-08-07,70,1
2010-08-07,73,1
2010-08-07,76,2
2010-08-07,81,2
2010-08-07,84,1
2010-08-07,85,1
2010-08-07,90,2
2010-08-07,93,1
2010-08-07,95,1
2010-08-07,98,1
2010-08-07,99,1
2010-08-07,101,2
2010-08-07,102,1
2010-08-07,104,1
2010-08-07,105,1
2010-08-07,106,1
2010-08-07,108,1
2010-08-07,112,1
2010-08-07,113,1
2010-08-07,117,1
2010-08-07,119,1
2010-08-07,120,1
2010-08-07,121,1
2010-08-07,122,2
2010-08-07,124,2
2010-08-07,131,1
2010-08-07,133,1
2010-08-07,134,1
2010-08-07,135,1
2010-08-07,137,2
2010-08-07,138,1
2010-08-07,141,3
2010-08-07,143,1
2010-08-14,1,1
2010-08-14,2,1
2010-08-14,3,1
2010-08-14,4,1
2010-08-14,5,1
2010-08-14,8,1
2010-08-14,9,1
2010-08-14,10,2
2010-08-14,11,1
2010-08-14,12,1
2010-08-14,13,1
2010-08-14,16,1
2010-08-14,19,1
2010-08-14,20,1
2010-08-14,21,1
2010-08-14,23,1
2010-08-14,31,1
2010-08-14,46,1
2010-08-14,50,2
2010-08-14,59,2
2010-08-14,63,1
2010-08-14,65,1
2010-08-14,71,1
2010-08-14,72,1
2010-08-14,78,2
2010-08-14,86,1
2010-08-14,87,1
2010-08-14,88,1
2010-08-14,89,2
2010-08-14,90,1
2010-08-14,93,1
2010-08-14,95,1
2010-08-14,96,1
2010-08-14,98,1
2010-08-14,100,1
2010-08-14,104,1
2010-08-14,108,1
2010-08-14,114,1
2010-08-14,117,2
2010-08-14,119,2
2010-08-14,122,1
2010-08-14,126,1
2010-08-14,129,1
2010-08-14,133,1
2010-08-14,134,1
2010-08-14,135,3
2010-08-14,137,1
2010-08-14,142,2
2010-08-14,144,1
2010-08-21,2,1
2010-08-21,4,2
2010-08-21,6,1
2010-08-21,7,1
2010-08-21,8,1
2010-08-21,9,1
2010-08-21,10,1
2010-08-21,13,2
2010-08-21,16,1
2010-08-21,21,1
2010-08-21,24,1
2010-08-21,32,1
2010-08-21,40,1
2010-08-21,45,1
2010-08-21,46,1
2010-08-21,48,1
2010-08-21,53,2
2010-08-21,58,2
2010-08-21,59,2
2010-08-21,62,1
2010-08-21,64,2
2010-08-21,66,1
2010-08-21,68,1
2010-08-21,76,1
2010-08-21,77,2
2010-08-21,78,1
2010-08-21,79,1
2010-08-21,88,2
2010-08-21,92,1
2010-08-21,96,1
2010-08-21,97,1
2010-08-21,103,1
2010-08-21,104,1
2010-08-21,105,2
2010-08-21,106,1
2010-08-21,109,1
2010-08-21,110,1
2010-08-21,112,1
2010-08-21,113,1
2010-08-21,118,4
2010-08-21,120,1
2010-08-21,121,3
2010-08-21,124,2
2010-08-21,125,2
2010-08-21,127,2
2010-08-21,129,1
2010-08-21,130,2
2010-08-21,132,2
2010-08-21,134,1
2010-08-21,135,1
2010-08-21,140,1
2010-08-21,144,1
2010-08-28,1,1
2010-08-28,4,1
2010-08-28,7,4
2010-08-28,15,1
2010-08-28,20,1
2010-08-28,26,1
2010-08-28,27,1
2010-08-28,48,1
2010-08-28,51,2
2010-08-28,62,1
2010-08-28,65,1
2010-08-28,66,1
2010-08-28,68,1
2010-08-28,74,3
2010-08-28,75,1
2010-08-28,82,3
2010-08-28,83,1
2010-08-28,86,1
2010-08-28,87,1
2010-08-28,90,1
2010-08-28,91,2
2010-08-28,92,1
2010-08-28,95,1
2010-08-28,98,1
2010-08-28,99,4
2010-08-28,100,1
2010-08-28,107,2
2010-08-28,108,1
2010-08-28,110,1
2010-08-28,113,1
2010-08-28,114,1
2010-08-28,116,2
2010-08-28,118,1
2010-08-28,119,1
2010-08-28,120,1
2010-08-28,121,2
2010-08-28,125,1
2010-08-28,126,1
2010-08-28,127,2
2010-08-28,129,1
2010-08-28,130,2
2010-08-28,131,1
2010-08-28,134,1
2010-08-28,136,1
2010-08-28,139,1
2010-08-28,143,2
2010-08-28,144,1
2010-09-04,1,2
2010-09-04,3,2
2010-09-04,4,1
2010-09-04,5,3
2010-09-04,6,1
2010-09-04,7,1
2010-09-04,9,1
2010-09-04,12,2
2010-09-04,14,1
2010-09-04,19,1
2010-09-04,37,1
2010-09-04,40,1
2010-09-04,48,1
2010-09-04,50,1
2010-09-04,53,1
2010-09-04,54,3
2010-09-04,56,1
2010-09-04,61,1
2010-09-04,67,1
2010-09-04,75,1
2010-09-04,77,2
2010-09-04,78,2
2010-09-04,79,1
2010-09-04,80,1
2010-09-04,84,1
2010-09-04,85,1
2010-09-04,87,1
2010-09-04,88,2
2010-09-04,89,2
2010-09-04,94,1
2010-09-04,96,1
2010-09-04,98,2
2010-09-04,102,3
2010-09-04,105,1
2010-09-04,106,1
2010-09-04,107,1
2010-09-04,111,2
2010-09-04,112,1
2010-09-04,116,3
2010-09-04,119,2
2010-09-04,120,1
2010-09-04,121,2
2010-09-04,122,1
2010-09-04,123,1
2010-09-04,125,1
2010-09-04,127,2
2010-09-04,129,2
2010-09-04,130,1
2010-09-04,131,1
2010-09-04,134,1
2010-09-04,135,1
2010-09-04,138,2
2010-09-04,139,1
2010-09-11,1,1
2010-09-11,2,2
2010-09-11,3,1
2010-09-11,5,2
2010-09-11,8,1
2010-09-11,10,1
2010-09-11,11,1
2010-09-11,12,2
2010-09-11,14,1
2010-09-11,16,1
2010-09-11,18,1
2010-09-11,21,2
2010-09-11,22,1
2010-09-11,23,1
2010-09-11,25,1
2010-09-11,26,1
2010-09-11,32,1
2010-09-11,47,1
2010-09-11,48,1
2010-09-11,49,1
2010-09-11,53,4
2010-09-11,55,1
2010-09-11,57,2
2010-09-11,58,1
2010-09-11,62,1
2010-09-11,63,1
2010-09-11,66,3
2010-09-11,68,3
2010-09-11,69,1
2010-09-11,71,1
2010-09-11,74,1
2010-09-11,75,1
2010-09-11,81,1
2010-09-11,82,2
2010-09-11,84,2
2010-09-11,87,1
2010-09-11,90,1
2010-09-11,91,1
2010-09-11,94,2
2010-09-11,95,3
2010-09-11,98,1
2010-09-11,109,1
2010-09-11,112,1
2010-09-11,113,2
2010-09-11,115,2
2010-09-11,117,3
2010-09-11,119,1
2010-09-11,121,1
2010-09-11,124,1
2010-09-11,126,3
2010-09-11,127,1
2010-09-11,128,1
2010-09-11,130,2
2010-09-11,131,1
2010-09-11,132,2
2010-09-11,133,1
2010-09-11,134,1
2010-09-11,135,1
2010-09-11,137,1
2010-09-11,138,1
2010-09-11,139,2
2010-09-11,140,1
2010-09-11,142,3
2010-09-11,143,2
2010-09-11,144,3
2010-09-18,3,1
2010-09-18,4,1
2010-09-18,5,2
2010-09-18,7,1
2010-09-18,8,1
2010-09-18,16,1
2010-09-18,20,1
2010-09-18,27,1
2010-09-18,28,3
2010-09-18,50,1
2010-09-18,54,1
2010-09-18,64,1
2010-09-18,68,1
2010-09-18,69,1
2010-09-18,71,2
2010-09-18,74,3
2010-09-18,80,2
2010-09-18,81,1
2010-09-18,82,3
2010-09-18,86,1
2010-09-18,87,1
2010-09-18,90,1
2010-09-18,91,1
2010-09-18,92,1
2010-09-18,99,1
2010-09-18,100,1
2010-09-18,102,2
2010-09-18,103,2
2010-09-18,106,3
2010-09-18,107,1
2010-09-18,108,2
2010-09-18,110,1
2010-09-18,111,2
2010-09-18,114,1
2010-09-18,115,1
2010-09-18,116,2
2010-09-18,118,1
2010-09-18,119,1
2010-09-18,120,2
2010-09-18,121,1
2010-09-18,122,1
2010-09-18,123,1
2010-09-18,125,1
2010-09-18,127,2
2010-09-18,128,1
2010-09-18,129,4
2010-09-18,131,2
2010-09-18,133,1
2010-09-18,136,1
2010-09-18,137,1
2010-09-18,139,1
2010-09-18,141,1
2010-09-18,143,1
2010-09-18,144,1
2010-09-25,2,1
2010-09-25,4,1
2010-09-25,5,1
2010-09-25,7,1
2010-09-25,9,3
2010-09-25,10,1
2010-09-25,12,1
2010-09-25,14,1
2010-09-25,15,1
2010-09-25,16,3
2010-09-25,18,1
2010-09-25,19,2
2010-09-25,20,1
2010-09-25,26,1
2010-09-25,31,1
2010-09-25,37,1
2010-09-25,45,1
2010-09-25,52,1
2010-09-25,61,1
2010-09-25,63,1
2010-09-25,69,1
2010-09-25,70,1
2010-09-25,71,1
2010-09-25,72,1
2010-09-25,73,3
2010-09-25,74,2
2010-09-25,75,3
2010-09-25,77,2
2010-09-25,81,1
2010-09-25,82,2
2010-09-25,85,1
2010-09-25,86,1
2010-09-25,87,2
2010-09-25,89,1
2010-09-25,90,1
2010-09-25,91,1
2010-09-25,94,1
2010-09-25,95,1
2010-09-25,102,1
2010-09-25,104,2
2010-09-25,105,1
2010-09-25,107,1
2010-09-25,108,2
2010-09-25,109,1
2010-09-25,110,2
2010-09-25,113,1
2010-09-25,115,1
2010-09-25,117,2
2010-09-25,125,1
2010-09-25,128,2
2010-09-25,131,2
2010-09-25,133,1
2010-09-25,134,1
2010-09-25,138,1
2010-09-25,139,1
2010-09-25,141,1
2010-09-25,144,2
2010-10-02,1,1
2010-10-02,4,1
2010-10-02,7,1
2010-10-02,14,1
2010-10-02,22,1
2010-10-02,27,1
2010-10-02,35,1
2010-10-02,41,1
2010-10-02,56,1
2010-10-02,61,1
2010-10-02,68,1
2010-10-02,69,1
2010-10-02,81,1
2010-10-02,90,2
2010-10-02,94,1
2010-10-02,95,1
2010-10-02,96,1
2010-10-02,98,1
2010-10-02,99,1
2010-10-02,104,2
2010-10-02,107,1
2010-10-02,108,2
2010-10-02,109,1
2010-10-02,110,1
2010-10-02,113,1
2010-10-02,114,1
2010-10-02,126,1
2010-10-02,128,1
2010-10-02,129,1
2010-10-02,130,1
2010-10-02,133,1
2010-10-02,136,1
2010-10-02,138,1
2010-10-02,144,1
2010-10-09,3,1
2010-10-09,4,1
2010-10-09,5,1
2010-10-09,6,2
2010-10-09,13,1
2010-10-09,16,1
2010-10-09,17,1
2010-10-09,22,2
2010-10-09,23,1
2010-10-09,25,1
2010-10-09,26,1
2010-10-09,28,1
2010-10-09,42,1
2010-10-09,47,1
2010-10-09,56,2
2010-10-09,65,1
2010-10-09,67,3
2010-10-09,69,1
2010-10-09,72,1
2010-10-09,75,2
2010-10-09,76,2
2010-10-09,81,1
2010-10-09,82,2
2010-10-09,83,1
2010-10-09,85,1
2010-10-09,86,2
2010-10-09,87,1
2010-10-09,90,1
2010-10-09,91,1
2010-10-09,92,2
2010-10-09,93,2
2010-10-09,94,1
2010-10-09,96,1
2010-10-09,97,1
2010-10-09,98,2
2010-10-09,99,1
2010-10-09,104,1
2010-10-09,105,2
2010-10-09,107,1
2010-10-09,108,1
2010-10-09,109,1
2010-10-09,110,1
2010-10-09,113,3
2010-10-09,114,1
2010-10-09,115,1
2010-10-09,117,1
2010-10-09,119,1
2010-10-09,121,1
2010-10-09,123,2
2010-10-09,125,2
2010-10-09,131,1
2010-10-09,132,1
2010-10-09,136,1
2010-10-09,141,1
2010-10-09,142,2
2010-10-09,143,2
2010-10-09,144,1
2010-10-16,1,2
2010-10-16,2,1
2010-10-16,3,2
2010-10-16,6,1
2010-10-16,9,1
2010-10-16,10,1
2010-10-16,14,2
2010-10-16,18,1
2010-10-16,19,1
2010-10-16,20,1
2010-10-16,21,1
2010-10-16,22,2
2010-10-16,32,1
2010-10-16,50,1
2010-10-16,52,1
2010-10-16,53,1
2010-10-16,58,1
2010-10-16,59,2
2010-10-16,65,1
2010-10-16,69,1
2010-10-16,71,1
2010-10-16,72,3
2010-10-16,74,1
2010-10-16,75,1
2010-10-16,77,1
2010-10-16,78,1
2010-10-16,81,3
2010-10-16,87,2
2010-10-16,91,1
2010-10-16,92,3
2010-10-16,93,1
2010-10-16,94,1
2010-10-16,96,1
2010-10-16,97,1
2010-10-16,99,1
2010-10-16,100,1
2010-10-16,102,2
2010-10-16,106,1
2010-10-16,107,2
2010-10-16,108,1
2010-10-16,112,1
2010-10-16,114,1
2010-10-16,116,1
2010-10-16,117,1
2010-10-16,118,1
2010-10-16,119,2
2010-10-16,120,2
2010-10-16,122,1
2010-10-16,123,3
2010-10-16,124,1
2010-10-16,126,1
2010-10-16,129,1
2010-10-16,134,2
2010-10-16,135,1
2010-10-16,136,1
2010-10-16,137,2
2010-10-16,140,2
2010-10-16,143,3
2010-10-16,144,1
2010-10-23,1,1
2010-10-23,5,1
2010-10-23,6,1
2010-10-23,7,3
2010-10-23,8,1
2010-10-23,10,3
2010-10-23,14,2
2010-10-23,15,1
2010-10-23,17,1
2010-10-23,22,3
2010-10-23,23,1
2010-10-23,26,2
2010-10-23,29,1
2010-10-23,33,1
2010-10-23,35,1
2010-10-23,42,1
2010-10-23,44,1
2010-10-23,46,1
2010-10-23,51,1
2010-10-23,53,1
2010-10-23,58,2
2010-10-23,59,1
2010-10-23,60,2
2010-10-23,61,1
2010-10-23,64,1
2010-10-23,69,1
2010-10-23,71,3
2010-10-23,72,2
2010-10-23,76,1
2010-10-23,78,1
2010-10-23,79,2
2010-10-23,81,2
2010-10-23,82,2
2010-10-23,83,2
2010-10-23,85,1
2010-10-23,86,1
2010-10-23,88,2
2010-10-23,89,1
2010-10-23,91,2
2010-10-23,92,1
2010-10-23,96,2
2010-10-23,98,1
2010-10-23,99,1
2010-10-23,102,1
2010-10-23,103,2
2010-10-23,104,2
2010-10-23,105,1
2010-10-23,106,1
2010-10-23,107,1
2010-10-23,108,1
2010-10-23,112,2
2010-10-23,114,1
2010-10-23,115,1
2010-10-23,116,1
2010-10-23,117,4
2010-10-23,118,1
2010-10-23,123,2
2010-10-23,125,1
2010-10-23,126,1
2010-10-23,127,2
2010-10-23,128,2
2010-10-23,129,1
2010-10-23,131,2
2010-10-23,132,2
2010-10-23,133,1
2010-10-23,134,2
2010-10-23,135,1
2010-10-23,137,1
2010-10-23,138,1
2010-10-23,142,1
2010-10-23,143,2
2010-10-23,144,1
2010-10-30,4,2
2010-10-30,6,1
2010-10-30,7,2
2010-10-30,8,2
2010-10-30,9,1
2010-10-30,10,1
2010-10-30,11,1
2010-10-30,12,1
2010-10-30,13,1
2010-10-30,22,1
2010-10-30,23,1
2010-10-30,24,1
2010-10-30,25,1
2010-10-30,27,1
2010-10-30,34,1
2010-10-30,35,1
2010-10-30,56,1
2010-10-30,57,1
2010-10-30,59,2
2010-10-30,61,1
2010-10-30,64,2
2010-10-30,67,1
2010-10-30,73,2
2010-10-30,75,1
2010-10-30,77,1
2010-10-30,78,1
2010-10-30,83,1
2010-10-30,84,1
2010-10-30,85,2
2010-10-30,86,1
2010-10-30,88,1
2010-10-30,89,2
2010-10-30,90,2
2010-10-30,93,1
2010-10-30,94,3
2010-10-30,95,2
2010-10-30,97,3
2010-10-30,98,1
2010-10-30,100,1
2010-10-30,101,1
2010-10-30,102,1
2010-10-30,103,1
2010-10-30,105,1
2010-10-30,106,1
2010-10-30,109,3
2010-10-30,110,1
2010-10-30,112,1
2010-10-30,113,1
2010-10-30,114,1
2010-10-30,116,2
2010-10-30,118,1
2010-10-30,122,1
2010-10-30,125,2
2010-10-30,126,2
2010-10-30,127,3
2010-10-30,129,1
2010-10-30,131,1
2010-10-30,134,1
2010-10-30,135,4
2010-10-30,136,1
2010-10-30,137,1
2010-10-30,139,1
2010-10-30,140,2
2010-10-30,141,1
2010-10-30,143,1
2010-11-06,2,1
2010-11-06,6,2
2010-11-06,8,1
2010-11-06,10,1
2010-11-06,12,1
2010-11-06,14,1
2010-11-06,20,1
2010-11-06,23,1
2010-11-06,25,1
2010-11-06,33,2
2010-11-06,37,1
2010-11-06,40,1
2010-11-06,49,2
2010-11-06,50,1
2010-11-06,54,1
2010-11-06,55,2
2010-11-06,58,1
2010-11-06,61,1
2010-11-06,62,1
2010-11-06,64,1
2010-11-06,65,1
2010-11-06,66,1
2010-11-06,68,2
